time_step,pac_1,pdc_1,pac_2,pdc_2,pac_3,pdc_3,pac_4,pdc_4,pac_5,pdc_5,pac_6,pdc_6,pac_8,pdc_8,pac_9,pdc_9,pac_10,pdc_10,pac_11,pdc_11,pac_12,pdc_12,pac_13,pdc_13,pac_14,pdc_14,pac_15,pdc_15,pac_16,pdc_16,pac_17,pdc_17,pac_18,pdc_18,pac_19,pdc_19,pac_20,pdc_20,pac_21,pdc_21,pac_22,pdc_22,pac_23,pdc_23,pac_24,pdc_24,pac_25,pdc_25,pac_26,pdc_26,pac_27,pdc_27,pac_28,pdc_28,pac_29,pdc_29,pac_30,pdc_30
1,47.43953081807984,-45.861751573609354,-38.75272663849468,39.81883050856363,5.872579508421578,-5.830596721008452,-11.086973950316905,11.195043128137138,-13.85528386565913,14.013194056359836,33.651425278759,-32.838835011029516,-11.086973950316905,11.195043128137138,-11.086973950316905,11.195043128137138,-11.086973950316905,11.195043128137138,-11.086973950316905,11.195043128137138,47.43953081807984,-45.861751573609354,-13.85528386565913,14.013194056359836,-13.85528386565913,14.013194056359836,-13.85528386565913,14.013194056359836,-38.75272663849468,39.81883050856363,33.651425278759,-32.838835011029516,5.872579508421578,-5.830596721008452,5.872579508421578,-5.830596721008452,5.872579508421578,-5.830596721008452,5.872579508421578,-5.830596721008452,5.872579508421578,-5.830596721008452,28.882931659381132,-28.275889735705825,-28.583893341916657,29.179056935833934,-10.65242595293302,10.753600815740455,10.902030254027386,-10.796926122020983,-28.470437499175574,29.061125676469434,30.000000299960238,-29.3475301635132,30.00000029995674,-29.347530163509845,-27.262598464866453,27.806707463106758
