time_step,pf_ac_1,pt_ac_1,qf_ac_1,qt_ac_1,pf_ac_2,pt_ac_2,qf_ac_2,qt_ac_2,pf_ac_3,pt_ac_3,qf_ac_3,qt_ac_3,pf_dc_1,pt_dc_1,pf_dc_2,pt_dc_2,pf_dc_3,pt_dc_3,pf_dc_4,pt_dc_4,pf_dc_5,pt_dc_5,pf_dc_6,pt_dc_6,pf_dc_7,pt_dc_7,pf_dc_8,pt_dc_8,pf_dc_9,pt_dc_9,pf_dc_10,pt_dc_10,pf_dc_11,pt_dc_11,pf_dc_12,pt_dc_12
1,26.960319717670135,-24.95984312996155,1.4632730466249435,10.29588736819956,26.88849697832214,-24.56536265650866,2.4512726353567036,11.204559846892558,-3.8683441182033413,3.883562295824555,0.6533629528412979,-0.556094888447395,3.483171005590582,-3.4764697302587337,88.24033214162812,-88.07056649988792,-79.63766101712726,80.00000079995941,-0.0,-0.0,20.50731372155169,-20.482103470450273,-62.04726446520165,62.15259238595029,32.09535085920222,-32.05589508916159,-3.5147776658274825,3.525077636108743,28.275889735705825,-27.806707463106758,-10.753600815740455,10.796926122020983,-29.179056935833934,29.3475301635132,-29.061125676469434,29.347530163509845
