time_step,pg_1,qg_1,pg_2,qg_2,pg_3,qg_3,pg_4,qg_4,pg_5,qg_5,pg_6,qg_6,pg_7,qg_7,pg_8,qg_8,pg_9,qg_9,pg_10,qg_10,pg_11,qg_11,pg_12,qg_12,pg_13,qg_13,pg_14,qg_14,pg_15,qg_15,pg_16,qg_16,pg_17,qg_17,pg_18,qg_18,pg_19,qg_19,pg_20,qg_20,pg_21,qg_21,pg_22,qg_22,pg_23,qg_23,pg_24,qg_24,pg_25,qg_25,pg_26,qg_26,pg_27,qg_27,pg_28,qg_28,pg_29,qg_29,pg_30,qg_30,pd_1,qd_1,pd_2,qd_2,pd_3,qd_3,pd_4,qd_4,pd_5,qd_5,pd_6,qd_6
1,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,146.37731926822784,17.82184422856317,75.22198488841967,17.38963044744178,169.57646123064285,38.17389142769922,114.87579943785721,27.074017400473696,82.52271841618608,19.36212056970556,179.67444290109438,34.388830643604514,242.6140514464936,25.56015075867577,10.151686541491237,2.249322441219916,201.64354631107406,44.74828517141628,48.47853335976367,9.739323107067369,3.5940510735571625,0.8177653427580126,47.59859147589879,8.81568151331029,220.00000219996886,-43.38199498723894,520.0000051999516,-19.6389528886617,993.6583462195185,-78.35426796429255,860.0000085999666,-26.517453139341505,1422.1289186225029,-8.975326065571014,567.0090640523495,-43.7606070453622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524.4656989139992,0.0,700.447537152,0.0,1219.662403533,0.0,1131.011652744,0.0,1588.232186231391,0.0,723.095685576,0.0
