time_step,pg_1,qg_1,pg_2,qg_2,pg_3,qg_3,pg_4,qg_4,pg_5,qg_5,pg_6,qg_6,pg_7,qg_7,pg_8,qg_8,pg_9,qg_9,pg_10,qg_10,pg_11,qg_11,pg_12,qg_12,pg_13,qg_13,pg_14,qg_14,pg_15,qg_15,pg_16,qg_16,pg_17,qg_17,pg_18,qg_18,pg_19,qg_19,pg_20,qg_20,pg_21,qg_21,pg_22,qg_22,pg_23,qg_23,pg_24,qg_24,pg_25,qg_25,pg_26,qg_26,pg_27,qg_27,pg_28,qg_28,pg_29,qg_29,pg_30,qg_30,pd_1,qd_1,pd_2,qd_2,pd_3,qd_3,pd_4,qd_4,pd_5,qd_5,pd_6,qd_6
1,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,146.37731780447712,NaN,75.22198413622326,NaN,169.57645953494435,NaN,114.87579828911915,NaN,82.52271759098637,NaN,179.6744411044167,NaN,242.61404902037748,NaN,10.15168643999991,NaN,201.64354429472465,NaN,48.47853287499975,NaN,3.5940510376470556,NaN,47.598591,NaN,220.0,NaN,513.1993377109488,NaN,1011.10985984201,NaN,860.0,NaN,1340.5971389826784,NaN,620.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,524.4656989139992,0.0,700.447537152,0.0,1219.662403533,0.0,1131.011652744,0.0,1588.232186231391,0.0,723.095685576,0.0
