time_step,pac_1,pdc_1,pac_2,pdc_2,pac_3,pdc_3,pac_4,pdc_4,pac_5,pdc_5,pac_6,pdc_6,pac_8,pdc_8,pac_9,pdc_9,pac_10,pdc_10,pac_11,pdc_11,pac_12,pdc_12,pac_13,pdc_13,pac_14,pdc_14,pac_15,pdc_15,pac_16,pdc_16,pac_17,pdc_17,pac_18,pdc_18,pac_19,pdc_19,pac_20,pdc_20,pac_21,pdc_21,pac_22,pdc_22,pac_23,pdc_23,pac_24,pdc_24,pac_25,pdc_25,pac_26,pdc_26,pac_27,pdc_27,pac_28,pdc_28,pac_29,pdc_29,pac_30,pdc_30
1,60.0,-59.8999074454311,-60.0,59.92196744543111,60.0,-59.8999074454311,60.0,-59.8999074454311,-60.0,59.92196744543111,6.177346528416649,-6.157147024045344,-60.0,59.92196744543111,60.0,-59.8999074454311,-60.0,59.92196744543111,-50.65732157988117,50.59315707208913,32.659601680516744,-32.6000925545689,-60.0,59.92196744543111,45.481721379920515,-45.403179408382414,-60.0,59.92196744543111,-20.09683381053412,20.078032554568907,60.0,-59.8999074454311,60.0,-59.8999074454311,-60.0,59.92196744543111,60.0,-59.8999074454311,46.66746013867902,-46.587158085092454,-60.0,59.92196744543111,30.0220927940112,-29.96649872271555,-29.977907205988785,29.944438722715546,-8.178119357683727,8.177009954324319,8.200212151694927,-8.177009954324319,-29.977907205988785,29.944438722715546,30.0,-29.944438722715546,30.0,-29.944438722715546,-30.0,29.966498722715556
