time_step,pf_ac_1,pt_ac_1,qf_ac_1,qt_ac_1,pf_ac_2,pt_ac_2,qf_ac_2,qt_ac_2,pf_ac_3,pt_ac_3,qf_ac_3,qt_ac_3,pf_dc_1,pt_dc_1,pf_dc_2,pt_dc_2,pf_dc_3,pt_dc_3,pf_dc_4,pt_dc_4,pf_dc_5,pt_dc_5,pf_dc_6,pt_dc_6,pf_dc_7,pt_dc_7,pf_dc_8,pt_dc_8,pf_dc_9,pt_dc_9,pf_dc_10,pt_dc_10,pf_dc_11,pt_dc_11,pf_dc_12,pt_dc_12
1,27.0,-27.0,NaN,NaN,27.0,-27.0,NaN,NaN,-58.0,58.0,NaN,NaN,-7.5,7.5,100.0,-100.0,-80.0,80.0,-0.0,-0.0,80.0,-80.0,-61.05705446947644,61.05705446947644,49.36272292791085,-49.362722927910866,-5.0,5.0,29.96649872271555,-29.96649872271555,-8.177009954324316,8.177009954324319,-29.944438722715546,29.944438722715546,-29.944438722715546,29.944438722715546
