time_step,pg_1,qg_1,pg_2,qg_2,pg_3,qg_3,pg_4,qg_4,pg_5,qg_5,pg_6,qg_6,pg_7,qg_7,pg_8,qg_8,pg_9,qg_9,pg_10,qg_10,pg_11,qg_11,pg_12,qg_12,pg_13,qg_13,pg_14,qg_14,pg_15,qg_15,pg_16,qg_16,pg_17,qg_17,pg_18,qg_18,pg_19,qg_19,pg_20,qg_20,pg_21,qg_21,pg_22,qg_22,pg_23,qg_23,pg_24,qg_24,pg_25,qg_25,pg_26,qg_26,pg_27,qg_27,pg_28,qg_28,pg_29,qg_29,pg_30,qg_30,pd_1,qd_1,pd_2,qd_2,pd_3,qd_3,pd_4,qd_4,pd_5,qd_5,pd_6,qd_6
1,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,146.35140835303457,0.1842877436514518,75.22198488844175,0.4365306375948535,168.34950636050797,0.540236208815537,114.87579854548534,1.6734834800711118,81.81409705691236,1.23167431735109,177.69742575657125,0.4531393961744789,242.5881246676654,0.15113099434122845,10.15168654151542,0.9616719044957619,200.35188136588766,0.47732093510367035,48.47853246739329,1.2628637359175328,3.3517391268403647,0.903552644208986,45.31996826705159,0.8222347532761349,181.91522730912573,-0.33541873799268024,520.0000051999987,-1.3982025420906152,960.6132439241776,3.6323935700657786,860.0000077076082,7.359452187754511,1508.2457102159294,5.015180201516429,511.54586980966195,-3.8767167696093763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524.4656989139992,0.0,700.447537152,0.0,1219.662403533,0.0,1131.011652744,0.0,1588.232186231391,0.0,723.095685576,0.0
