time_step,pf_ac_1,pt_ac_1,qf_ac_1,qt_ac_1,pf_ac_2,pt_ac_2,qf_ac_2,qt_ac_2,pf_ac_3,pt_ac_3,qf_ac_3,qt_ac_3,pf_dc_1,pt_dc_1,pf_dc_2,pt_dc_2,pf_dc_3,pt_dc_3,pf_dc_4,pt_dc_4,pf_dc_5,pt_dc_5,pf_dc_6,pt_dc_6,pf_dc_7,pt_dc_7,pf_dc_8,pt_dc_8,pf_dc_9,pt_dc_9,pf_dc_10,pt_dc_10,pf_dc_11,pt_dc_11,pf_dc_12,pt_dc_12,vm_bus_1,va_bus_1,vm_bus_2,va_bus_2,vm_bus_3,va_bus_3,vm_bus_4,va_bus_4,vm_bus_5,va_bus_5,vm_bus_6,va_bus_6
1,26.960313908357556,-24.959837480408368,1.4633600721257334,10.295799403743157,20.201306929364236,-18.900028452635954,0.49871881617251546,7.150407163076506,-2.5437422656823245,2.557284356136626,2.6878718256867375,-2.6013426201587624,-1.8486799190856094,1.8505723589407304,11.589833079031898,-11.58689704785633,-0.0,-0.0,37.73087979387468,-37.682746767559,3.5015481644562367,-3.5008156617793413,-8.32066250652771,8.322550251981315,-27.902975386975445,27.93277190027813,-0.525971866760117,0.5262012744415852,6.531737449769003,-6.506700414666705,29.34753016336927,-30.000000299998522,-0.01110138209891645,0.01110141126811156,-30.00000029999853,29.347530163241675,1.1000000108366348,0.0,1.100000010995513,0.0,1.100000010726826,-2.9210438792444565e-20,1.0999984755329124,-0.44545989501477284,1.099997972252791,-0.38637187635226355,1.0842250622881102,0.019052819764946126
