time_step,pac_1,pdc_1,pac_2,pdc_2,pac_3,pdc_3,pac_4,pdc_4,pac_5,pdc_5,pac_6,pdc_6,pac_8,pdc_8,pac_9,pdc_9,pac_10,pdc_10,pac_11,pdc_11,pac_12,pdc_12,pac_13,pdc_13,pac_14,pdc_14,pac_15,pdc_15,pac_16,pdc_16,pac_17,pdc_17,pac_18,pdc_18,pac_19,pdc_19,pac_20,pdc_20,pac_21,pdc_21,pac_22,pdc_22,pac_23,pdc_23,pac_24,pdc_24,pac_25,pdc_25,pac_26,pdc_26,pac_27,pdc_27,pac_28,pdc_28,pac_29,pdc_29,pac_30,pdc_30
1,4.904284834305758,-4.870576579973144,-9.90108403817862,0.010989356222213286,5.835364600152954,-5.7937229684921965,-15.247675997697263,15.434523840478153,6.0198471552317505,-5.976496092934669,4.455146950574061,-4.424375763211451,-15.247675997697266,15.434523840478155,-15.247675997697264,15.434523840478153,-15.247675997697263,15.434523840478153,-15.247675997697266,15.434523840478155,4.904284834305758,-4.870576579973144,6.0198471552317505,-5.976496092934669,6.0198471552317505,-5.976496092934669,6.0198471552317505,-5.976496092934669,-9.901084038087955,0.010989356222216628,4.455146950574061,-4.424375763211451,5.835364600152954,-5.7937229684921965,5.835364600152954,-5.7937229684921965,5.835364599941781,-5.793722968282954,5.835364600152954,-5.7937229684921965,5.835364600152954,-5.7937229684921965,6.580562733147097,-6.531737449769003,-7.128589999745503e-5,0.01110138209891645,30.00000029996792,-29.34753016336915,-36.5644502884545,30.000000300032525,-36.5336005113495,30.000000300032532,0.022161644862856336,-0.011101411268111558,30.000000299964228,-29.347530163241565,-6.459096554618547,6.506700414666705
